class,subject,LTminutes,LThour,LT2to5h,LTabove5h,L1,L2,L3,L4,coursebook,notebook,notebooks,apps,websites,flashards,books,prosGoodMark,prosInterest,prosPositivMark,prosJoy,prosJob,prosStudies,badWellBeing,busySchedule,hatred,entertainment,socialLife,attitude,determination,goodSchedule,goodScheduleLearn,joyResignation,teacher,questions,grade,gradeEvaluation,motivationAfter,actualMotivation,sex
czwartej,inny,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,3,wyzsza,bezZmian,3,M
czwartej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,3,nizsza,bezZmian,3,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,4,wyzsza,bezZmian,4,M
czwartej,inny,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,nieTak,3,wyzsza,bezZmian,3,M
czwartej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,1,nizsza,bezZmian,2,M
czwartej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,nieTak,1,wyzsza,bezZmian,1,M
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,brakUwagi,nieTak,2,dokladnie,bezZmian,2,M
czwartej,maturalny,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,bezZmian,3,M
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brakUwagi,nieNie,5,dokladnie,bezZmian,5,M
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,prawidlowyPrzebieg,nieTak,6,wyzsza,mocnoRosnie,5,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,brakUwagi,nieTak,3,dokladnie,bezZmian,3,M
czwartej,maturalny,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,bezZmian,3,M
czwartej,inny,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,1,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,bezZmian,3,M
czwartej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,nieTak,1,dokladnie,bezZmian,1,M
czwartej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,prawidlowyPrzebieg,nieTak,1,nizsza,lekkoMaleje,1,M
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,nieTak,2,nizsza,bezZmian,2,M
czwartej,zawodowy,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,prawidlowyPrzebieg,nieNie,4,nizsza,bezZmian,4,M
czwartej,inny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,prawidlowyPrzebieg,nieTak,3,nizsza,bezZmian,4,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,4,dokladnie,bezZmian,4,M
czwartej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,1,dokladnie,lekkoMaleje,1,M
czwartej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,takNie,1,dokladnie,lekkoMaleje,1,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,brakUwagi,nieTak,4,nizsza,bezZmian,3,M
czwartej,zawodowy,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,4,nizsza,bezZmian,4,M
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,prawidlowyPrzebieg,nieNie,5,dokladnie,bezZmian,4,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,3,nizsza,bezZmian,3,M
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,5,dokladnie,bezZmian,5,M
czwartej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,prawidlowyPrzebieg,nieTak,4,dokladnie,bezZmian,4,M
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,prawidlowyPrzebieg,nieTak,3,dokladnie,chcePracowac,3,M
czwartej,inny,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,brakUwagi,takNie,3,wyzsza,chcePracowac,3,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,4,dokladnie,bezZmian,3,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,pilnowal,nieTak,3,nizsza,bezZmian,4,M
czwartej,inny,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takNie,1,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,3,dokladnie,bezZmian,3,M
czwartej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,takTak,3,dokladnie,bezZmian,3,M
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,prawidlowyPrzebieg,nieNie,5,dokladnie,bezZmian,5,M
czwartej,inny,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,2,nizsza,lekkoMaleje,2,M
czwartej,inny,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takNie,2,dokladnie,lekkoMaleje,2,M
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,brakUwagi,nieNie,5,dokladnie,bezZmian,4,M
trzeciej,maturalny,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,3,dokladnie,lekkoMaleje,3,M
czwartej,zawodowy,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,6,dokladnie,mocnoRosnie,5,M
czwartej,maturalny,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,pilnowal,takTak,4,dokladnie,bezZmian,4,M
trzeciej,inny,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,nizsza,lekkoMaleje,3,M
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,nizsza,bezZmian,3,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,nieTak,3,wyzsza,bezZmian,3,M
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,4,dokladnie,bezZmian,4,M
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,6,dokladnie,mocnoRosnie,5,M
czwartej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,brakUwagi,takNie,1,dokladnie,lekkoMaleje,2,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,takTak,4,dokladnie,bezZmian,4,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,brakUwagi,nieNie,4,dokladnie,chcePracowac,4,M
czwartej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,5,dokladnie,mocnoRosnie,5,M
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,pilnowal,nieNie,4,nizsza,chcePracowac,5,M
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,brakUwagi,nieNie,5,dokladnie,bezZmian,5,M
czwartej,maturalny,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,6,dokladnie,mocnoRosnie,5,M
czwartej,maturalny,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,4,dokladnie,bezZmian,4,M
trzeciej,zawodowy,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,dokladnie,bezZmian,3,M
trzeciej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,pilnowal,nieTak,3,dokladnie,bezZmian,3,M
trzeciej,zawodowy,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,nizsza,chcePracowac,3,M
trzeciej,maturalny,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,dokladnie,chcePracowac,3,M
czwartej,maturalny,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,brakUwagi,nieTak,3,dokladnie,bezZmian,3,M
czwartej,zawodowy,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,5,dokladnie,mocnoRosnie,5,M
trzeciej,inny,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,pilnowal,nieTak,3,nizsza,bezZmian,3,M
trzeciej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,pilnowal,nieNie,5,dokladnie,chcePracowac,4,K
trzeciej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takNie,1,dokladnie,lekkoMaleje,1,M
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,brakUwagi,nieTak,2,nizsza,lekkoMaleje,2,M
czwartej,maturalny,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,brakUwagi,takNie,2,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,prawidlowyPrzebieg,nieTak,3,dokladnie,bezZmian,3,M
czwartej,inny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,pilnowal,nieTak,3,dokladnie,bezZmian,3,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,nieTak,3,dokladnie,bezZmian,3,M
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,prawidlowyPrzebieg,nieNie,4,nizsza,chcePracowac,4,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,pilnowal,nieTak,2,nizsza,lekkoMaleje,2,M
czwartej,maturalny,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,lekkoMaleje,2,M
trzeciej,zawodowy,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,lekkoMaleje,2,M
drugiej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,nizsza,bezZmian,3,M
drugiej,maturalny,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,5,dokladnie,mocnoRosnie,5,M
trzeciej,zawodowy,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,4,nizsza,bezZmian,4,M
trzeciej,maturalny,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,pilnowal,nieTak,4,nizsza,bezZmian,4,M
drugiej,inny,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,2,nizsza,lekkoMaleje,2,M
czwartej,maturalny,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takNie,1,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,pilnowal,takNie,1,nizsza,mocnoMaleje,1,M
czwartej,inny,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,takNie,3,nizsza,lekkoMaleje,3,M
czwartej,maturalny,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,mocnoMaleje,2,M
drugiej,maturalny,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,nizsza,bezZmian,3,K
trzeciej,inny,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,3,nizsza,bezZmian,3,K
czwartej,zawodowy,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,brakUwagi,nieTak,2,nizsza,lekkoMaleje,2,K
czwartej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,lekkoMaleje,2,K
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,takTak,3,nizsza,bezZmian,3,K
czwartej,zawodowy,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,pilnowal,nieTak,2,nizsza,lekkoMaleje,2,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,3,nizsza,bezZmian,3,K
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,4,nizsza,chcePracowac,4,K
trzeciej,maturalny,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieNie,4,nizsza,bezZmian,4,K
czwartej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,3,nizsza,bezZmian,3,K
trzeciej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,takNie,2,nizsza,lekkoMaleje,2,K
czwartej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,brakUwagi,nieTak,3,nizsza,bezZmian,3,K
czwartej,zawodowy,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieNie,5,dokladnie,bezZmian,5,K
czwartej,inny,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,bezZmian,2,K
czwartej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,takNie,1,dokladnie,lekkoMaleje,1,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,3,dokladnie,bezZmian,3,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,mocnoMaleje,2,K
trzeciej,maturalny,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,lekkoMaleje,2,K
trzeciej,zawodowy,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,nizsza,bezZmian,3,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,nieTak,4,wyzsza,bezZmian,4,K
trzeciej,maturalny,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,2,nizsza,lekkoMaleje,2,K
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,4,dokladnie,bezZmian,3,K
trzeciej,inny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,4,wyzsza,bezZmian,3,K
trzeciej,maturalny,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,brakUwagi,nieTak,3,nizsza,bezZmian,3,K
trzeciej,inny,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brakUwagi,takTak,4,dokladnie,chcePracowac,3,K
trzeciej,zawodowy,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,nieNie,6,dokladnie,mocnoRosnie,5,K
trzeciej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,3,dokladnie,bezZmian,2,K
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,brakUwagi,nieNie,4,dokladnie,chcePracowac,4,K
trzeciej,inny,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,prawidlowyPrzebieg,takTak,4,wyzsza,chcePracowac,4,K
drugiej,zawodowy,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,pilnowal,nieTak,4,nizsza,mocnoRosnie,4,M
drugiej,zawodowy,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,pilnowal,takTak,4,nizsza,bezZmian,2,M
drugiej,zawodowy,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,pilnowal,takTak,5,dokladnie,bezZmian,3,K
drugiej,zawodowy,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,4,dokladnie,chcePracowac,3,M
drugiej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,5,nizsza,bezZmian,4,K
drugiej,zawodowy,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,2,nizsza,mocnoMaleje,3,M
drugiej,zawodowy,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,3,dokladnie,chcePracowac,3,M
drugiej,zawodowy,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,pilnowal,nieTak,4,nizsza,mocnoRosnie,4,K
drugiej,zawodowy,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,4,nizsza,chcePracowac,3,K
drugiej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,pilnowal,nieTak,2,nizsza,mocnoRosnie,3,K
drugiej,zawodowy,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,pilnowal,takTak,5,dokladnie,bezZmian,3,M
drugiej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,pilnowal,takTak,3,dokladnie,bezZmian,3,K
drugiej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,pilnowal,takNie,2,nizsza,chcePracowac,4,M
drugiej,zawodowy,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,2,nizsza,mocnoMaleje,3,K
drugiej,zawodowy,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,6,dokladnie,mocnoRosnie,5,M
drugiej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,prawidlowyPrzebieg,takTak,4,dokladnie,mocnoMaleje,2,M
drugiej,zawodowy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,pilnowal,takTak,3,dokladnie,bezZmian,3,M
